organismo,proveedor,monto,fecha_licitacion,fecha_adjudicacion,objeto_licitacion,estado,dias_adjudicacion
DIRECCIÓN GENERAL DE COORDINACIÓN,OPTIFOUR LIMITADA,536364.0,,2023-12-26,R/020160780017,ACTIVE,
INTENDENCIA DE PAYSANDÚ,NORDICA S A,1396560.0,,2024-11-26,R/210714860018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VILLAR QUINTANA HECTOR LUIS,3580000.0,,2025-09-10,R/219692810017,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,CASTRO ECHEVERRIA DIEGO RAMON,384000.0,,2025-12-26,R/190227400013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GONZALEZ BARRIOS WILMAN JORGE,3580000.0,,2025-09-22,R/219498400011,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,BOURGEOIS WYAUX ALEXIS,215000.0,,2025-01-16,R/120359600019,ACTIVE,
ADMINISTRACIÓN DE SERVICIOS DE SALUD DEL ESTADO,MERCOLUZ S A,152900.0,,2025-03-12,R/211454500015,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,SANCHEZ MOLINA LETICIA VERONICA,86363636.0,,2025-06-18,R/090146530018,ACTIVE,
JEFATURA DE POLICÍA DE CERRO LARGO,PRIETO MATEO IRMA,67000.0,,2025-05-05,R/220205010013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TALLER DEL SUR LIMITADA,1343710.0,,2025-05-22,R/213809540015,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,ROMANLYR S A,2398745.0,,2025-07-22,R/214358170012,ACTIVE,
CENTRO DEPARTAMENTAL DE MALDONADO,ISORAL S A,154460.0,,2025-06-25,R/213587750019,ACTIVE,
JEFATURA DE POLICÍA DE RIVERA,U.P.P. LTDA,204918.0,,2025-06-13,R/218084620019,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,TANIREL S A,56500.0,,2025-09-16,R/214114060013,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",UMPIERREZ GOMEZ EDUARDO MIGUEL,160700.0,,2025-03-07,R/090098670013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,VALENTIN SANTINO DEL GIACCO QUINTASS,,,2024-12-07,C/56418532,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,VIRAX S A,97426229.0,,2025-05-21,R/215267380012,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,APITER S.A.,4379358.0,,2025-09-16,R/210774960019,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,BALDISSERI CAFFARO CARLOS PASCUAL SUCESION DE,28462464.0,,2025-10-22,R/219487130018,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,BIDALCOR SOCIEDAD ANONIMA,98960.0,,2025-12-09,R/212901670010,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,CONFITERIA LAS FAMILIAS S A,11877049.0,,2024-10-31,R/120009000012,ACTIVE,
JEFATURA DE POLICÍA DE TACUAREMBÓ,"SANTOS SILVA MIRTA RAQUEL, ROSAS DILLMAN JORGE DAMIAN Y OTROS",35836.0,,2025-02-04,R/190310340014,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,EMEDICAL S.A.,1448000.0,,2025-06-25,R/212074270016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,OPTICA 18 S.A,122132.0,,2025-09-10,R/212564900016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MAYVI S R L,455000.0,,2025-12-15,R/211165540018,ACTIVE,
HOSPITAL MACIEL,GRAMON BAGO DE URUGUAY S A,2121600.0,,2025-01-13,R/210140630015,ACTIVE,
INTENDENCIA DE FLORIDA,CARRERAS ALANIS FERNANDO JAVIER,2474491804.0,,2022-01-28,R/070246690012,ACTIVE,
DIRECCIÓN GENERAL DE RECURSOS NATURALES RENOVABLES,LANDAETA TORRES MARTHA ISABEL Y LANDAETA VEGA HECTOR ALBERTO,5034345.0,,2024-12-18,R/218883220011,ACTIVE,
INTENDENCIA DE CANELONES,GONZALEZ ESTIN JUAN MARCELO,8300000.0,,2025-07-03,R/213771860018,ACTIVE,
JEFATURA DE POLICÍA DE RÍO NEGRO,FYNN FERNANDEZ ALEJANDRO Y FYNN FERNANDEZ MARTIN ERNESTO,213115.0,,2025-11-24,R/150826170016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,METALCORP S.A.S.,249845.0,,2025-04-25,R/217083630012,ACTIVE,
FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,FIDEICOMISO WORLD TRADE CENTER III,1500.0,,2025-12-26,R/215471970019,ACTIVE,
INTENDENCIA DE SALTO,BENTANCOR GABRIELLI GIOVANNA JANETTE,2000000.0,,2025-04-02,R/010110180019,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,CLINEK SOCIEDAD ANONIMA,229500.0,,2025-10-08,R/216029330016,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,PRONCZUK MAZUROK JORGE DENIS,47500.0,,2025-08-05,R/211052790019,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,BARATE ECHANIZ ALVARO GABRIEL,2557350.0,,2025-08-28,R/219851960018,ACTIVE,
FACULTAD DE MEDICINA,SICONEL LTDA,6279026.0,,2025-01-30,R/214388100012,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,PABLO JAVIER OLIVERA RUIZ,,,2024-12-07,C/42277483,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,,,,,,UNSUCCESSFUL,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,JORGE REZK S.R.L.,4800000.0,,2025-04-29,R/090106110018,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,ASOC DE HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON,2007845304.0,,2025-04-04,R/214109620014,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,SHENZHEN ELEPHANT ROBOTICS TECHNOLOGY COMPANY LIMITED,962109.0,,2025-10-14,X/CHN91440300MA5DJ0Y914,ACTIVE,
JEFATURA DE POLICÍA DE RIVERA,SANGUINETTI NEGRO MATHIAS,213115.0,,2025-07-30,R/140156890017,ACTIVE,
DIR. NAL. DE TELECOM.Y SERV.COMUN.AUDIOVISUAL,VIAJES UNO S.A.,115575.0,,2025-10-28,R/216088530018,ACTIVE,
CENTRO DEPARTAMENTAL DE DURAZNO,BLAUFARMA URUGUAY SA,276000.0,,2025-01-22,R/214737290016,ACTIVE,
DIRECCIÓN NACIONAL DE IDENTIFICACIÓN CIVIL,SANITARIA VISION SAS,779900.0,,2025-10-20,R/219159240011,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,CENUR LITORAL NORTE,85100.0,,2025-03-17,R/120330740017,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,UNIFORMATE S.R.L.,51600.0,,2024-04-26,R/040432850014,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,OLIVERA RANGEL ALVARO ANDRES,936000.0,,2025-05-21,R/218927300015,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,CREMORNE SA,242541.0,,2025-10-24,R/215023430010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,"FACHINETTI GARCIA IVER NELSON, SUAREZ LOPEZ VERONICA ELENA Y OTROS",4665000.0,,2025-10-24,R/219271730017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,HERNANDEZ PIÑEYRUA RAQUEL,107733192.0,,2024-12-24,R/217453300011,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",LANZARO ALUMINIOS SAS,5062000.0,,2025-08-11,R/050225000012,ACTIVE,
DIR.NAL. DE REC.ACUÁTICOS(EX-INAPE),ANGLER S A,81147.0,,2024-12-19,R/211527650011,ACTIVE,
HOSPITAL DE SAN CARLOS,LABORATORIOS RIXDAL S.A.,44400.0,,2025-08-22,R/213335340010,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,COOPERATIVA DE TRABAJO PLANTA GEMINIS,1440000.0,,2025-10-17,R/218727330018,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,ICU VITA S A,60000.0,,2025-10-21,R/210169240010,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,TK ELEVADORES URUGUAY SRL,171750.0,,2025-02-07,R/211162370014,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,NOVELDA S.A.,1379000.0,,2025-11-14,R/211477340014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,FUNDACION PELUFFO GIGUENS,1000000.0,,2025-08-13,R/214424690015,ACTIVE,
JEFATURA DE POLICÍA DE MONTEVIDEO,MAICO SOCIEDAD ANONIMA,45900.0,,2025-03-11,R/212470610014,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,SEBAMEL S A,15600.0,,2025-11-12,R/214826230019,ACTIVE,
FACULTAD DE MEDICINA,"PHOENIX PHARMACEUTICALS, INC.",3.64122e+16,,2025-07-02,X/USA77-0374831,ACTIVE,
UNIDAD REGULADORA DE SERVICIOS DE COMUNICACIONES (URSEC),JEFATURA DE POLICIA DE MONTEVIDEO,52262360004.0,,2024-12-31,R/214988770019,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",EDICIONES CEMENTO S.L.U,3340.0,,2025-12-02,X/ESPB08896755,ACTIVE,
CORTE ELECTORAL,BARBOZA TRESALET WASHINGTON RENE,384000.0,,2025-04-21,R/130068860011,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,CENTRO ECORAD SAS,207400.0,,2025-10-29,R/220045010010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VALORARTE COOPERATIVA DE TRABAJO ARTISTICO,3158880.0,,2025-12-15,R/216594640015,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,AMBERMAX S.A.S.,283556.0,,2025-11-17,R/218671190011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA SOCIAL VOS CON VOZ,84461960.0,,2025-10-21,R/217351340014,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,JOSÉ MARÍA CAMISSA ENCISO,,,2024-12-07,C/32933055,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,SER LIBRE,145351620.0,,2025-06-04,R/216646990011,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,OFFICIALDEGUY PIÑERA ROSA ELIZABETH,24507459.0,,2025-01-01,R/190106550014,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,UMED S R L,1015200.0,,2025-01-21,R/212308390012,ACTIVE,
JEFATURA DE POLICÍA DE RIVERA,DIAZ TRINDADE ADRIANA,1267214.0,,2025-06-26,R/140189320015,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,DISTRICOMP S A,986312.0,,2025-02-07,R/212363900019,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,FIBENIR S.A.,664549055.0,,2025-07-09,R/216382900013,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,MATIAS GONZALEZ S A,1811484.0,,2025-05-21,R/210943870011,ACTIVE,
JEFATURA DE POLICÍA DE TREINTA Y TRES,CROSSA MARQUEZ MARIA ELOISA,198400.0,,2025-05-21,R/200099880019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ASOCIACION URUGUAYA DE CAMINOS,232000.0,,2025-03-21,R/215721920013,ACTIVE,
DIRECCIÓN GRAL .DESARR.RURAL,GRUPO OD S A S,2090000.0,,2025-01-24,R/218710800016,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,FERNANDEZ GASCO BELVIS MAIDA,84000000.0,,2025-09-19,R/020529000010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE LAS ARTES DEL URUGUAY SUPLEMENTADA,377400.0,,2025-04-09,R/216822560010,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,GARCIA VITUREIRA ALFREDO,1119999999.0,,2025-02-17,R/215446900010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE LAS ARTES DEL URUGUAY SUPLEMENTADA,349430.0,,2025-06-26,R/216822560010,ACTIVE,
CENTRO DEPARTAMENTAL DE MALDONADO,NIPRO MEDICAL CORPORATION - SUCURSAL URUGUAY,6400.0,,2025-12-02,R/216155020012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CANARO SRL,276363.0,,2025-04-11,R/218590580014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ACERBI DE PAULA MARIA CATALINA,78000.0,,2025-10-09,R/020360060018,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,CG TURBINES SRL,672900.0,,2025-06-23,X/ARG30712334173,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,NUÑEZ RIVERO FERNANDO,320000.0,,2025-03-10,R/215059860015,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,BRESSO HNOS SAS,2200000.0,,2025-10-27,R/219249650014,ACTIVE,
UNIDAD REGULADORA DE SERVICIOS DE COMUNICACIONES (URSEC),IBARRA MARIA RAMONA,820902.0,,2025-07-31,R/214775750010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,UDENIO URUGUAY S R L,963610.0,,2025-12-30,R/211876800019,ACTIVE,
HOSPITAL -CENTRO GERIÁTRICO DR. LUIS PIÑEIRO DEL CAMPO,GRAMON BAGO DE URUGUAY S A,2.446994e+16,,2025-06-03,R/210140630015,ACTIVE,
DIRECCIÓN NACIONAL DE BOMBEROS,FIERRO VIGNOLI S A FIVISA,845389.0,,2025-10-08,R/210000400017,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,SETARIL SOCIEDAD ANONIMA,122850.0,,2025-01-17,R/214002370010,ACTIVE,
ADMINISTRACIÓN DE LOS FERROCARRILES DEL ESTADO,RIOGAS S A,13456599.0,,2025-04-23,R/210737040017,ACTIVE,
ADMINSTRACIÓN NACIONAL DE CORREOS,IPHARRAGUERRE PUIG DIEGO,311580.0,,2025-03-05,R/150221640013,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,RESTOCAR SOCIEDAD ANONIMA,181700.0,,2025-04-28,R/218416230011,ACTIVE,
DIR.NAL. DE REC.ACUÁTICOS(EX-INAPE),GRUPO CPS S.A.S,,,2025-07-30,R/217869510018,ACTIVE,
FACULTAD DE QUÍMICA,ENI S A,314880.0,,2025-05-19,R/210328600016,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,ACOMPAÑANTES DESAFIO S.A.,8945454.0,,2025-01-22,R/215511440015,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,CRAMON S.A.,3727500.0,,2024-12-10,R/211550190013,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,PANISSA CHUA FRANCO,1.8505019500000004e+16,,2025-03-28,R/120353560015,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,SKF URUGUAY SOCIEDAD ANONIMA,110123924.0,,2024-12-10,R/212399290016,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,MORALES RIVERO MARIANO,1.4188373499999996e+16,,2025-03-10,R/150839340012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALGORTA BOVE ELISA,776940.0,,2025-04-11,R/219690350019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CAMPOS RODRIGUEZ EMILIANO,19191393.0,,2025-03-14,R/218818020011,ACTIVE,
JEFATURA DE POLICÍA DE RIVERA,MACHADO LOTITO MARTHA LILIAN,363443.0,,2025-05-22,R/140096950019,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,POMPLIN S A,424910.0,,2025-11-19,R/211598530019,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,ETCHEVERRIA ZIGMAN JOSE PEDRO,1600000.0,,2025-08-12,R/050104910018,ACTIVE,
CENTRO DEPARTAMENTAL DE MALDONADO,GUNTER SCHAAF SOCIEDAD ANONIMA,643800.0,,2025-01-22,R/211371480017,ACTIVE,
HOSPITAL MACIEL,SPARTAN DE URUGUAY PRODUCTOS QUIMICOS LTDA.,2083300.0,,2025-07-28,R/216045220017,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,CATAPULT SPORTS PTY LTD,150000.0,,2025-10-24,G/66137513378,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,DIADEMA SRL,1763636.0,,2025-11-11,R/020095390019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALIMA HIERROS SAS,1300072.0,,2025-02-04,R/218686310018,ACTIVE,
DIRECCIÓN GENERAL IMPOSITIVA,CENTRO DE LOGOTERAPIA Y ANALISIS EXISTENCIAL CELAE,150000.0,,2025-09-17,R/216782800016,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,COTABU SRL,530000.0,,2025-09-12,R/010003660017,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,PIÑEYRO SOSA CLAUDIA YACQUELINE,58668864.0,,2025-10-22,R/217498740010,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,FRACHIA DI BONO LORENA Y MARTINEZ RODRIGUEZ GASTON ROBERTO,622540984.0,,2025-05-26,R/150354050012,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,GARCIA CURBELO RENZO,681820.0,,2025-09-24,R/217911210013,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,GUZMAN ALEMAN LEONARDO JAVIER,598361.0,,2025-10-28,R/080125780018,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,IXPAN SOCIEDAD ANONIMA,338712.0,,2025-02-06,R/217166390019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PORTELA DE LA LLANA GUSTAVO,293443.0,,2025-10-27,R/213221620014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,LIMA SANTOS CESAR ANDRES,3200000.0,,2025-04-23,R/219082760016,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,RAMALIR S A,7290985000000001.0,,2025-01-13,R/214291230019,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",FERRIFERIA RB S.R.L.,1490000.0,,2025-11-28,R/200189140014,ACTIVE,
COMANDO GENERAL DE LA ARMADA,TRIVA SAS,545280.0,,2025-04-04,R/218933690016,ACTIVE,
DIRECCIÓN GENERAL DE CASINOS,TECHERA PEREZ RUBEN,270000.0,,2025-08-20,R/213827320013,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,DA SILVA MACHADO ROGELIO,10799810.0,,2025-10-02,R/140104370012,ACTIVE,
ADMINISTRACIÓN NACIONAL DE TELECOMUNICACIONES,,,,,LICITACIÓN ABREVIADA J105719/2025,,
CENTRO DEPARTAMENTAL DE FLORIDA,SPECTRUM URUGUAY SRL,4390183.0,,2025-01-30,R/215205830014,ACTIVE,
DIRECCIÓN GENERAL DE REGISTROS,ACOSTA CASTRO LUIS MANUEL,980000.0,,2025-12-05,R/160309560012,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,CABALLERO MACIEL GABRIELA ALEJANDRA,7750.0,,2025-01-13,R/151058560018,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,ROVIRA DIESTE Y CIA S C,220320.0,,2025-11-20,R/210351430016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,GRAMA LIMITADA,5565000.0,,2025-03-27,R/212196530012,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,UDELAR - FACULTAD DE QUIMICA,51600.0,,2025-07-25,R/214516780010,ACTIVE,
DIRECCIÓN NACIONAL DE CULTURA,GARCIA GOROSTIAGA APARICIO,2070000.0,,2025-05-27,R/217485160010,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",VINCI TECHNOLOGIES,3739020.0,,2025-01-24,X/FRAFR 86689801686,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,MIRRA SOCIEDAD ANONIMA,560655738.0,,2025-01-13,R/214706810018,ACTIVE,
HOSPITAL MACIEL,TRESUL S.A.,2248470.0,,2025-05-12,R/211423960014,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,MARTINEZ ZAPATA JULIO EDISON,596614754.0,,2025-05-30,R/120344410014,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,DELMITA S.A.,702459.0,,2025-07-28,R/211372450014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PECHI PASSIO TERESITA IVONNE,1.4549999999999998e+16,,2025-04-07,R/213689400017,ACTIVE,
RED DE ATENCIÓN PRIMARIA AREA METROPOLITANA,DIREBOL SOCIEDAD ANONIMA,220000.0,,2025-05-26,R/213152010011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ROMERO FLORINDO DIEGO FABIAN Y ROMERO LEBIEDZIEVSKI GUSTAVO FABIAN,5965000.0,,2025-10-03,R/219567390016,ACTIVE,
MINISTERIO DE RELACIONES EXTERIORES,ANLUX SOCIEDAD ANONIMA,5750.0,,2025-02-26,R/215368460011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,LUZ PEREYRA JUAN GABRIEL Y LUZ TASSARA JUAN RAMON,5965000.0,,2025-09-10,R/219575910015,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",GORA S.A,238680.0,,2025-11-19,X/ARG30-50471638-0,ACTIVE,
FACULTAD DE ODONTOLOGÍA,FERREMAR LTDA,41210.0,,2025-10-02,R/211155300014,ACTIVE,
CENTRO AUXILIAR DE PANDO,DESA LIMITADA,2.3130082972e+16,,2025-11-11,R/213265490019,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,LEO.SAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,350000.0,,2025-08-05,R/217041080014,ACTIVE,
INSTITUTO URUGUAYO DE METEOROLOGIA INUMET,NUEVA BARRACA DURAZNO S.A.S,1800317.0,,2025-03-17,R/050217020018,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,BENTANCUR DELGADO HECTOR DANIEL,174753.0,,2025-04-25,R/170335240019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TEKSOL S R L,56000.0,,2025-04-02,R/214346030016,ACTIVE,
HOSPITAL -CENTRO GERIÁTRICO DR. LUIS PIÑEIRO DEL CAMPO,GUALTIERI URIOSTE EDUARDO,469000.0,,2025-01-20,R/216696220015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MARTINEZ CAMAITI MARIA JOSE,3580000.0,,2025-09-22,R/219696950018,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,INTENDENCIA DEPARTAMENTAL LAVALLEJA,200000.0,,2024-11-26,R/090034520010,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,NEOMED S.A.S.,1108800.0,,2025-09-12,R/210740420011,ACTIVE,
CENTRO AUXILIAR DE BELLA UNIÓN,SUMINISTROS MEDICOS S A,59097285.0,,2025-10-28,R/211373000012,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,AMARANTE TOLEDO NERI DANIEL,873000.0,,2025-10-31,R/090141270018,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,TIPOGRAFIA NORTE S R L,18852459.0,,2025-10-28,R/160108340015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CORONEL LOPEZ CLAUDIA LETICIA,400000.0,,2025-08-05,R/217403060017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE TELECOMUNICACIONES,,,2025-08-14,,CONCURSO DE PRECIOS C108053/2025,,
INTENDENCIA DE TREINTA Y TRES,SEMBRAR S R L,387000.0,,2025-11-14,R/020211070011,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,LAXALT CEJAS SEBASTIAN IGNACIO,240000.0,,2025-05-07,R/020416040017,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,BROMYROS S A,209030.0,,2025-03-14,R/210001980017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,NESFAR SA,28500000.0,,2025-09-11,R/219073320017,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",GRUPO AMERICANO DE INTERCAMBIO S.A.,35350.0,,2025-05-05,X/ARG30-58674831-5,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,DYB REPUESTOS AUTOMOTRICES SAS,13000.0,,2025-07-03,R/220088360013,ACTIVE,
DIRECCIÓN GRAL .DESARR.RURAL,ESPINO RAMOS LUIS GUSTAVO Y VALERIO LEMA RUBEN,64000.0,,2025-11-14,R/170167070018,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,EXPRESO MINUANO Y RAPIDO MINUANO S.R.L.,47280.0,,2025-08-29,R/211887500011,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SAN JOSÉ,DURAN GARBARINO LUIS VICENTE,1.7782950759999998e+16,,2024-12-31,R/170076710014,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",MONTE ALEGRE S.A.,2872550.0,,2025-11-28,X/PRY80023892-3,ACTIVE,
FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,ARATOLDO LTDA.,1130000.0,,2025-05-16,R/216766190012,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,HIGH TECH SECURITY S.R.L,180000.0,,2025-08-21,R/216316930015,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,BLAUSON MEDICAL SOLUTIONS S.A.S.,940.0,,2025-06-13,R/218178100019,ACTIVE,
DIRECCIÓN NACIONAL AVIACIÓN CIVIL E INFRAESTRUCTURA AERONÁUT,MILAND SOCIEDAD ANONIMA,20910.0,,2025-05-02,R/210742160017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RODRIGUEZ CORREA MICHAEL FABIAN Y RODRIGUEZ CORREA NELSON GABRIEL,4665000.0,,2025-05-09,R/219510420013,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,MECANICA LITO S.R.L.,836885.0,,2025-10-14,R/150191330011,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",LOGICALIS URUGUAY S.A.,195340.0,,2024-12-23,R/213904300018,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,GONZALO GUERRERO DODERA,,,2024-12-07,C/49209421,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,CERAMICAS CASTRO S A,1804520.0,,2025-06-30,R/212040370018,ACTIVE,
PRESIDENCIA DE LA REPÚBLICA Y UNIDADES DEPENDIENTES,LOPEZ ZURBRIGG ILVER WISNER,2399880.0,,2025-05-09,R/040464430010,ACTIVE,
